smiles,Caco2Papp,scaffold
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,-4.2800002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c980b0>
ON(O)NC1=NCCN1Cc1ccc(Cl)nc1,-4.6677732,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98120>
CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,-5.1684265,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98190>
CC(C)NC[C@@H](O)COc1ccc(CCOCC2CC2)cc1,-4.8099999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98200>
C=CCNC(=O)C(=O)C(CCC)NC(=O)C1CC2CN1C(=O)C(C1CCCCC1)NC(=O)Cc1cccc(c1)OCCC(C)(C)O2,-5.0300002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98270>
CN(C)CCOC(c1ccccc1)c1ccccc1,-4.27,<rdkit.Chem.rdchem.Mol object at 0x7fb386c982e0>
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,-5.48,<rdkit.Chem.rdchem.Mol object at 0x7fb386c983c0>
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)cc1,-6.2292061,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98430>
CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,-5.3899999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c984a0>
CCCOc1cccc(NC(=O)OCCN2CCCC2)c1,-4.5700002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c985f0>
CC[C@]1(O)C(=O)OCc2c1cc1n(c2=O)-c2cc3ccccc3nc2C1,-4.3318486,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98740>
O=C(O)CC(CC1CCN(C(=O)CCc2ccc3c(n2)NCCC3)CC1)C1CNc2ccccc2C1,-5.5999999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c987b0>
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2O[C@H](CO[C@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O,-6.5388007,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98890>
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O,-6.54,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98900>
C=C(c1ccccc1)C1OCC(N)CO1,-4.9913998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98970>
C=C(c1ccccc1)[C@H]1OC[C@@H](N)[C@H](C)O1,-4.9880071,<rdkit.Chem.rdchem.Mol object at 0x7fb386c989e0>
C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@@H]1C(=O)O,-5.8800001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98ac0>
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,-5.6719999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98b30>
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@@H]1C(=O)O,-6.6599998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98ba0>
CN1CCC(c2c[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc23)CC1,-5.3211966,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98c10>
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-6.0727587,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98c80>
O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,-5.158072,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98cf0>
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@@H](N)C3=CCC=CC3)[C@H]2SC1,-5.6925039,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98d60>
O=c1c(OC2C(O)OC(CO)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-6.1700001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98dd0>
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,-6.1500001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98e40>
OC[C@@H]1CC[C@H](n2cnc3c(O)ncnc32)O1,-5.6708102,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98eb0>
C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,-4.8400002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c98f90>
CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,-4.5100002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99000>
Clc1ccc2c(c1)NC(N1CCNCC1)=c1ccccc1=N2,-4.6799998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99070>
COCCNC(=O)[C@H](NC(=O)[C@](O)(Cc1ccccc1)CN(Cc1ccc(Br)cc1)NC(=O)[C@H](CC(=O)OC)C(C)(C)C)C(C)C,-5.3200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c990e0>
CNC(=O)[C@H](NC(=O)[C@](O)(Cc1ccccc1)CN(Cc1ccc(Br)cc1)NC(=O)[C@H](CC(=O)OC)C(C)(C)C)C(C)(C)C,-5.5999999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99150>
O=c1ccc2ccc(O)cc2o1,-4.5710139,<rdkit.Chem.rdchem.Mol object at 0x7fb386c991c0>
C/C=C(/C)C(=O)O[C@H](c1cc2ccc(=O)oc2cc1OC)[C@H](O)C(C)(C)O,-4.8123703,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99230>
C/C=C(/C)C(=O)O[C@@H]([C@@H](O)c1cc2ccc(=O)oc2cc1OC)C(C)(C)O,-4.8499289,<rdkit.Chem.rdchem.Mol object at 0x7fb386c992a0>
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCC2CCN(C3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,-5.7979398,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99310>
ON1C=CC=C(c2cc3nccc(-c4ccc(OC(F)F)c(OCC5CC5)c4)n3n2)C1,-4.71,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99380>
CC[C@@H]1C2CCCCN3CCC(C23)[C@H]2[C@@H]1OC(=O)[C@H]2C,-4.9198675,<rdkit.Chem.rdchem.Mol object at 0x7fb386c993f0>
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,-6.251812,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99460>
NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,-5.5642352,<rdkit.Chem.rdchem.Mol object at 0x7fb386c994d0>
CC1CCC(O)CCCCCc2cc(O)cc(O)c2C(=O)OC1,-4.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99540>
C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-5.7141905,<rdkit.Chem.rdchem.Mol object at 0x7fb386c995b0>
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3cc(F)c(F)c(F)c3)cc21,-4.3299999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99690>
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3c(F)c(F)cc(F)c3F)cc21,-4.1999998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99700>
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3ccccc3F)cc21,-4.54,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99770>
C.CC(C)n1c(N)nc2ccc(/C(=C/C(N)=O)c3cccc(F)c3F)cc21,-5.3000002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c997e0>
N=C(N)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ncc(-c3ccccc3S(N)(=O)=O)cn2)c1,-7.0,<rdkit.Chem.rdchem.Mol object at 0x7fb386c998c0>
CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)C,-5.8499999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c999a0>
CC(C)[C@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(=O)NCC(F)(F)F,-5.54,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99a10>
CN1CCN(C(=O)CCNC(=O)[C@@H](Cc2ccccc2)NC(=O)C2(NC(=O)c3cc4ccccc4s3)CCCC2)CC1,-5.6994848,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99a80>
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,-6.3200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99af0>
CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,-4.73,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99b60>
NS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,-4.6199999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99cb0>
CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1.Cl.O,-5.1100001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99d20>
Nc1nc(/C(=C\CC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,-6.0604806,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99d90>
CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-4.3221111,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99e00>
NC(=O)/C=C(\c1cccc(F)c1)c1ccc2nc(N)n(S(=O)(=O)NC(=O)N3CCOCC3)c2c1,-4.7399998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99e70>
CNC(=O)/C=C(\c1cccc(F)c1)c1ccc2nc(N)n(S(=O)(=O)NC(=O)N3CCOCC3)c2c1,-4.3899999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99ee0>
CCCCCCC(N)C(=O)N[C@@H](Cc1c(C)cc(O)cc1C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,-6.2223768,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99f50>
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,-6.2987847,<rdkit.Chem.rdchem.Mol object at 0x7fb386c99fc0>
CCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,-5.4504986,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a030>
CNC(=O)[C@@H]1Cc2cn(cn2)CC(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N1C,-5.8998151,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a0a0>
CCOc1ccccc1OCC1CNCCO1,-4.3899999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a110>
Cc1ccnc2nc(Cc3nc4ccc(C(=N)N)cc4[nH]3)[nH]c12,-7.0478787,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a180>
Cc1ccnc2nc(Cc3nc4cc(C(=N)N)ccc4[nH]3)[nH]c12,-7.0500002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a1f0>
COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]12,-4.8187928,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a260>
CCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1O[C@H](C(N)=O)[C@@H](O)C(O)C1O,-5.79,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a2d0>
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,-6.1012278,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a340>
CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,-5.669776,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a3b0>
COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,-4.628932,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a420>
O=C(O)C[C@@H](c1cnc2ccccc2c1)N1CC[C@@H](CCCc2ccc3c(n2)NCCC3)C1=O,-5.6900001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a500>
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-4.4099998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a570>
Nc1c(CC(=O)[O-])cccc1C(=O)c1ccccc1.O.[Na+],-4.52,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a5e0>
Nc1c(CC(=O)O)cccc1C(=O)c1ccccc1,-4.52,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a650>
CN1C(=O)CC(N2CCN(CC/C=C3/c4ccccc4CCc4ccc(CC(=O)O)cc43)CC2)N(C)C1=O,-4.8299999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a6c0>
COC(=O)c1c(F)cc(Cl)cc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,-4.5686364,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a7a0>
Cc1cc(COc2ccc(C(=O)N[C@@H]3CC4(C[C@@H]3C(=O)NO)OCCO4)cc2)c2ccccc2n1,-5.7423639,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a8f0>
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,-5.1500001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a960>
CC1=C[C@@H]2O[C@@H]3[C@@H](O)C[C@@](C)([C@]2(CO)[C@@H](O)C1=O)[C@]31CO1,-5.3005152,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9a9d0>
CC(=O)NCC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)O1,-4.7199998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9aa40>
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,-4.8899999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9aab0>
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,-6.1524997,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9ab90>
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,-5.6999998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9ac00>
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,-6.0700002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9ac70>
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,-6.0250001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9ace0>
CC1(C)S[C@H]2[C@@H](NC(=O)Cc3ccccc3)C(=O)N2[C@@H]1C(=O)O,-5.8697934,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9ad50>
CC1(C)S[C@]2(C)[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,-6.1023731,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9adc0>
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,-4.6100001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9ae30>
NCCc1c[nH]c2ccc(O)cc12,-4.8600001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9aea0>
NC(=O)C(N)Cc1c[nH]c2ccccc12,-4.9200001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9af10>
CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C)C(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(C)C(N)=O,-7.4981046,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9aff0>
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(N)=O,-7.3099999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b060>
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)NCC(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(N)=O,-7.29,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b0d0>
CC(C)=CC(=O)O[C@@H]1Cc2cc3ccc(=O)oc3cc2OC1(C)C,-4.9204097,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b140>
O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-6.27,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b1b0>
C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,-6.0999999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b220>
COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)cc1,-5.8378239,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b290>
C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@H](O)[C@@H]1O,-6.0999999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b300>
CN1CCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](Oc3nc(-c4ccccc4)nc4ccccc34)C[C@H]2C1=O,-4.6799998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b370>
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)nc(-c3ccc(F)cc3)nc2c1,-4.6999998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b450>
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)nc(-c3ccccc3)nc2c1C,-4.8899999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b4c0>
COc1ccc(-c2nc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)c3ccc(OC)c(C)c3n2)cc1,-5.0500002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b530>
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)nc(-c3ccc(F)cc3)nc2c1C,-4.4899998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b5a0>
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)nc(-c3cccc(F)c3)nc2c1C,-5.3000002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b610>
C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b680>
C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b6f0>
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)NC1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b760>
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b7d0>
C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b840>
C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b8b0>
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.3000002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9b920>
C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@@H](C)NC1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9ba00>
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9ba70>
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC1=O,-5.3000002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9bae0>
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9bb50>
C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9bbc0>
C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9bc30>
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9bca0>
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9bd10>
C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.3000002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9bd80>
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC1=O,-5.3000002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9bdf0>
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9bed0>
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9bf40>
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9c040>
C[C@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9c0b0>
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9c120>
C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)[C@@H](C)N(C)C1=O,-5.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c9c190>
