smiles,Fu_final,lgFu,Fu_train_test,scaffold
NCC1=CC=CC=C1CC(=O)NC1C2SCC(CSC3=NN=NN3CC(O)=O)=C(C(O)=O)N2C1=O,0.19,-0.721246399,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1961f0>
C[C@@H]1CCCN1CCc1ccc2c(c1)ccc(n2)c1cnc(nc1C)N1CCCC1,0.19,-0.721246399,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196260>
Fc1cc(cc(c1)F)N[C@@H](c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N(C)C)C,0.19,-0.721246399,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196340>
Fc1ccc(cc1)CN=C(c1nc2C(CCCn2c(=O)c1O)N(C(=O)CS(=O)(=O)N(C)C)C)O,0.19,-0.721246399,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1963b0>
Fc1ccc(cc1)CN=C(c1nc2n(c(=O)c1O)CCC[C@H]2N(S(=O)(=O)N(C)C)C)O,0.19,-0.721246399,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196420>
Fc1ccc(cc1)CN=C(c1nc2[C@H](CCCCn2c(=O)c1O)N(C(=O)C(=O)N(C)C)C)O,0.19,-0.721246399,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196490>
OC(=O)C1=CC=CC=C1C1C2C=CC(O)=CC=2OC2=CC(=O)C=CC2=1,0.1899,-0.721475035,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196500>
NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F,0.1899,-0.721475035,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196570>
CC1=CC(=NC(=N1)N1C=NC=C1)N1CCCC1C(=O)NCCC1=CC2OCOC=2C=C1,0.1899,-0.721475035,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1965e0>
CC1=CC(=CN(C)C1=O)C1(N=C(N)C2C(F)=CC=CC1=2)C1C=C(C=CC=1)C1C=NC=NC=1,0.1899,-0.721475035,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196650>
CN(C1CCN(CC2C=CC(=CC=2)C(F)(F)F)CC1)C(=O)CC1C=CC(=CC=1)S(C)(=O)=O,0.1899,-0.721475035,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1966c0>
CC(=O)C1=CC2C(NC(=O)C3C=CC(F)=CC=3)C(O)C(C)(C)OC=2C=C1,0.187,-0.728158393,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196730>
Fc1ccc(c(c1)F)Oc1ncc2c(n1)[nH][nH]c2=N[C@@H](CS(=O)(=O)C)C,0.187,-0.728158393,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1967a0>
CC1OC(C)CN2C1C1(CC3C=C(C=CC2=3)[N+]([O-])=O)C(=O)N(C)C(=O)N(C)C1=O,0.1864,-0.729554092,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196810>
O=C(NS(=O)(=O)C1=CC=CC=C1)N1CCC(CC1)N1CCC(CC1)OC1C=CC(Cl)=C(Cl)C=1,0.1864,-0.729554092,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1968f0>
COC1C=C(OC)C(=CC=1S(=O)(=O)N1C(C)CCC2=CC=CC=C12)NC(=O)CCC(O)=O,0.1864,-0.729554092,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196960>
CC1=CC(NC2=CN=C(C#N)C(NC(C)C3N=CC(F)=CN=3)=N2)=NN1,0.1864,-0.729554092,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1969d0>
N#CC1(CCN(CC1)Cc1cc(C(=O)N[C@H]2CCCC[C@@H]2F)c(=O)n2c1cccc2)c1ccccn1,0.185,-0.732828272,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196a40>
CCCOCCn1c2cc(ncc2nc(c1=O)N1CCNCC1)c1ccc(nc1)OC,0.184,-0.735182177,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196ab0>
CN=C1C=NN(C(=O)C1Cl)C1C=CC=C(C=1)C(F)(F)F,0.183342834,-0.736736061,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196b20>
CN1CCN(CC1)c1ccc2c(c1)[nH]c(n2)Nc1ccc(cn1)C,0.183,-0.73754891,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196b90>
CC1N=C(SC=1CC(O)=O)SCC1CSC2C(NC(=O)C(=NOC)C3=CSC(N)=N3)C(=O)N2C=1C(O)=O,0.1825,-0.738737131,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196c00>
CNC(=O)c1ccc(cc1)c1cc(cnc1N)c1ccc(cc1)S(=O)(=O)C,0.182,-0.739928612,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196c70>
Clc1cccnc1c1ccc(cc1)N1CCOc2c(C1=O)c(N)ncn2,0.182,-0.739928612,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196ce0>
C=CC1C=CC=CC=1,0.18008,-0.744534518,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196dc0>
CC(=O)NS(=O)(=O)c1ccc(N)cc1,0.180000005,-0.744727483,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196e30>
CCC(=O)NCCC1CCC2=CC=C3OCCC3=C21,0.18,-0.744727495,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd196ff0>
O=C([C@H]([C@@H](C(=O)N1CCC(C1)(F)F)N)c1ccc(cc1)c1ccc2n(c1)ncn2)N(C)C,0.18,-0.744727495,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1970d0>
CC[C@H](Nc1ncc(s1)C(=Nc1cc(ccc1C)C(=NC)O)O)C,0.18,-0.744727495,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197140>
OC(=NCC1(O)CCCCCC1)c1cc(ccc1Cl)n1ncc(nc1=O)O,0.18,-0.744727495,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1971b0>
CC(C)(C)OC(=O)NC(C(O)C(=O)OC1CC2(O)C(OC(=O)C3C=CC=CC=3)C3C4(COC4CC(OC)C3(C)C(=O)C(OC)C(=C1C)C2(C)C)OC(C)=O)C1C=CC=CC=1,0.18,-0.744727495,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197220>
CCN=C(Nc1ccc(cc1)c1nc(N2CCOC[C@@H]2C)c2c(n1)[C@@](C)(OC2)CC(O)(C)C)O,0.18,-0.744727495,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197300>
OC(=O)c1cc(CN2CCC(CC2)c2nc3c([nH]2)cccc3)c2n(c1=O)cccc2,0.18,-0.744727495,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197370>
N#Cc1ncc(nc1O[C@@H](CN(C)C)C)Nc1ncc(c(c1)OC)c1cnn(c1)C,0.18,-0.744727495,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197450>
Fc1ccc(c(c1)F)[C@@H]1CN(C[C@H]1C(=O)N1CCC(CC1)c1ccnn1c1ccc(c(c1)Cl)F)C(C)(C)C,0.18,-0.744727495,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1974c0>
CON=C([C@@H]1[C@@H](c2ccccc2)[C@]2([C@]([C@@H]1O)(O)c1c(O2)cc(cc1OC)OC)c1ccc(cc1)OC)O,0.18,-0.744727495,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197530>
OC(=N)C[N+]12CCC(CC1)[C@H](C2)OC(=O)C1(CCCCCC1)C1=CC=CC1,0.18,-0.744727495,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1975a0>
O=C(C[N+]12CCC(CC1)[C@H](C2)OC(=O)C1(CCCCCC1)C1=CC=CC1)[NH+]=c1cco[n-]1,0.18,-0.744727495,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197610>
CN[C@H](C(=N[C@H]1CCC[C@@H]2N(C1=O)[C@@H]1CN(CC[C@@H]1C2)CCc1ccc(cc1)C(F)(F)F)O)C,0.18,-0.744727495,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1976f0>
CN[C@H](C(=N[C@H]1CCC[C@@H]2N(C1=O)[C@@H]1CN(CC[C@@H]1C2)CC(c1ccccc1)C)O)C,0.18,-0.744727495,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197760>
NC[C@@H](C(=N[C@H]1CC(=O)N(C1)S(=O)(=O)N=C(N1[C@@H](C)[C@@H](C1=O)N=C(/C(=N\OC(C(=O)O)(C)C)/c1csc(=N)[nH]1)O)O)O)N=C(c1[nH]cc(c(=O)c1)O)O,0.18,-0.744727495,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1977d0>
CC(N)(CC1C=CC=CC=1)C1C=CC=CC=1,0.1795,-0.745935547,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197840>
OB1C2=CC=CC=C2NC(=O)N1C1C=CC=CC=1,0.1795,-0.745935547,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1978b0>
CC(C)(C)OC(=O)CC(C)NC(=O)C1CC(ON=1)C(O)(C(F)(F)F)C(F)(F)F,0.1795,-0.745935547,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197920>
C[N+](C)(CC1C=CC(=CC=1)NC(=O)C1C=CC(Cl)=C(Cl)C=1)C1CCOCC1,0.1795,-0.745935547,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197990>
CCOC1C=CC(=CC=1)NC(=O)CCC1C(C)=NC2=NC(C)=NN2C=1C,0.1795,-0.745935547,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197a00>
CC1=C(Cl)C=CC(OC2CCN(CC2)C2CCN(CC2)C(=O)NS(=O)(=O)C2=CC=C(C)C=C2)=C1Cl,0.1795,-0.745935547,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197a70>
COC1C=CC2N=CC(=O)N(CCN3CC(O)C(CC3)NCC3=CC4OCCOC=4C=N3)C=2C=1,0.1795,-0.745935547,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197ae0>
CN(C)CCC1CCN(CC1)C1C=C(C2=CC=CC=C2N=1)C(=O)NCC1CCC(CNC(=O)OC2CCOCC2)CC1,0.1795,-0.745935547,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197b50>
CC(=O)NC1=CC(=C(C=C1OC)OC)S(=O)(=O)N(C)C1C=CC=CC=1,0.1795,-0.745935547,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197bc0>
CC(C)(C)NC(=O)NCCN1CCC(CO)(CNC(=O)C2C=C(Cl)C=C(Cl)C=2)CC1,0.1795,-0.745935547,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197ca0>
O=C([C@](c1cccs1)(N1CCCCC1)C)O[C@H]1C[N+]2(CCCc3ccncc3)CCC1CC2,0.179,-0.747146969,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197d10>
OC(=Nc1cnccn1)C[N+]12CCC(CC1)[C@H](C2)OC(=O)[C@](c1ccccc1)(N1CCCCC1)C,0.178,-0.749579998,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197d80>
CC(CNCc1c(onc1C(=N[C@@H]1CCC[C@@H](C1)O)O)c1ccc(cc1)C(F)(F)F)C,0.177,-0.752026734,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197e60>
COC1=CC2=C(C=C1)OCC(=O)N2CCN1CCC(CC1)NCC1=CC2OCCOC=2C=N1,0.1761,-0.754240644,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd197f40>
CC(C)OC1C=C(NC2N=C(NC(C)C3C=CC(F)=CN=3)N=C(OC(CO)CO)C=2Cl)NN=1,0.1761,-0.754240644,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198040>
OC1C=CC(C(O)CNCCC2C=CC=C(CNCCC3=CC=CC=N3)C=2)=C2SC(=O)NC=12,0.1761,-0.754240644,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1980b0>
CC(NC)C(=O)NC(C1CCCCC1)C(=O)N1CCCC1C(=O)NC(C(C1C=CC=CC=1)C1C=CC=CC=1)C(=O)OC,0.1761,-0.754240644,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198120>
CC1OCCSC=1C(=O)NC1C=CC=CC=1,0.1758395,-0.75488356,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198190>
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.175,-0.756961951,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198200>
COc1ccc(cn1)Nc1ncc(cc1c1nc(C)[nH]c(=N)n1)CN1CCN(CC1)S(=O)(=O)C,0.173,-0.761953897,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1982e0>
COC1C=CC(=CC=1OC1CCCC1)C1CC(=O)NC1,0.1728,-0.762456262,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198350>
COC1C=CC2=NC=C(F)C(CCN3CCC(CC3)NCC3=CC4OCCOC=4C=N3)=C2N=1,0.1728,-0.762456262,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1983c0>
CC1=CC(NC2N=C(NC(C)C3C=CC(F)=CN=3)C(C#N)=NC=2C)=NN1,0.1728,-0.762456262,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198430>
COc1cc(ccc1O)c1cc(cnc1N)c1ccc(cc1)S(=O)(=O)C,0.172,-0.764471553,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198580>
OC(=N)Cc1ccc(c(c1)Cl)c1ccc(cc1)N1CCOc2c(C1=O)c(N)ncn2,0.172,-0.764471553,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1985f0>
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C2=O)c2c(O)c(/C=N/N4CCN(CC4)C)c(c(c2c(c3C)O)O)N=C(/C(=C\C=C\[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]1C)OC(=O)C)C)O)C)O)C)/C)O,0.172,-0.764471553,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198660>
CC(=O)NC(CS)C(O)=O,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1986d0>
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198740>
O=C(O)CCNC(=O)c1ccccc1,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198820>
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198890>
OCCN(CCCOc1cc2ncnc(c2cc1OC)N=c1[nH][nH]c(c1)CC(=Nc1cccc(c1F)F)O)CC,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198900>
CCc1cc2[C@@H]3CNCCN3C(=O)c2c(c1)C(F)(F)F,0.17,-0.769551079,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198970>
CCOc1ccc(nn1)n1ncc(c1C)c1ccc2c(n1)ccc(c2)CCN1CCC[C@H]1C,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1989e0>
C[C@@H]1NCCN(C1)Cc1ccc(cc1)CC(=O)N1CCC(CC1)Nc1cccc(c1)F,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198a50>
CN1C(=O)[C@H](C[C@H]1C#Cc1ccccc1)CN1CCCCC1,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198b30>
COc1cc(ccc1Nc1ncc2n(n1)c(cc2)c1ccccc1N(S(=O)(=O)C)C)N1CCN(CC1)C[C@@H](O)C,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198c10>
CN1CCSCC1c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198c80>
OCCN(C(=O)c1cc([C@H](N(c2cc(F)cc(c2)F)C)C)c2c(c1)c(=O)cc(o2)N1CCOCC1)C,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198d60>
OC1CCN(CC1)C(=O)c1cc([C@H](N(c2cc(F)cc(c2)F)C)C)c2c(c1)c(=O)cc(o2)N1CCOCC1,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198dd0>
Fc1ccc(c(c1)F)[C@@H]1CN(C[C@H]1C(=O)N1CCC(CC1)c1cc(nn1c1ccc(cc1F)Cl)C)C(C)(C)C,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198eb0>
C1CCN(C1)[C@H]([C@H](c1ccccc1)N1CCCC1)c1ccccc1,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198f20>
C1CCN(C1)[C@@H]([C@@H](c1ccccc1)N1CCCC1)c1ccccc1,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd198f90>
OCCN=C(c1cn(c2c1ncc(c2)OC)Cc1ncnc(c1C)OC)O,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199000>
CN[C@H](C(=N[C@H]1CCC[C@@H]2N(C1=O)[C@@H]1CN(CC[C@@H]1C2)CCc1ccc(cc1)Br)O)C,0.17,-0.769551079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199070>
CC(=O)NCC1=CC(=CC=C1)C(O)=O,0.1696,-0.770574152,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1990e0>
O=C1COC2C=CC(F)=CC=2N1CCN1CCC(CC1)NCC1C=CC2OCC(=O)NC=2N=1,0.1696,-0.770574152,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199150>
O=C1C=C(C=CN1C1=CC2C=NN(CCN3CCCC3)C=2C=C1)OCC1C=CC=CC=1,0.1696,-0.770574152,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1991c0>
O=C1C=C(C=CN1C1=CC2C=NN(CCN3CCCC3)C=2C=C1)C1C=CC=CC=1,0.1696,-0.770574152,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199230>
CCCS(=O)(=O)N1N=CC2C=C(Cl)C=CC=2B1O,0.1696,-0.770574152,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1992a0>
CCON=C(CC)C1C(=O)CC(CC1=O)C1C(C)=CC(C)=CC=1C,0.169,-0.772113295,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199380>
CCC1C=CC=CC=1,0.1676,-0.775725986,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1993f0>
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,0.167,-0.777283529,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199460>
Fc1ccc(cc1)CN=C(c1nc(N(CC(=O)N(C)C)C)c2c(c1O)nccc2)O,0.167,-0.777283529,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1994d0>
CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,0.164940834,-0.782671815,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199690>
COC1=CN=C(N=C1N(C)C)C1=CC=CC=N1,0.1632,-0.787279846,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199700>
C[N+](CCNC(=O)C1N=C(Cl)C(N)=NC=1N)(CCCC1C=CC(=CC=1)OC)CCCC1C=CC(=CC=1)OC,0.1632,-0.787279846,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1997e0>
CNCCCN1c2ccccc2CCc2ccccc21,0.163,-0.787812396,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199850>
CC(CCC(O)=O)(C1C=CC(O)=CC=1)C1C=CC(O)=CC=1,0.163,-0.787812396,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1998c0>
CC1=NC(=NC(OC(=O)N(C)C)=C1C)N(C)C,0.162556167,-0.788996551,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199930>
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,0.162500003,-0.789146628,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1999a0>
COC1C=CC2N=CC=C(C(O)C3CC4CCN3CC4C=C)C=2C=1,0.162499999,-0.789146639,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199a10>
CC1(C)CCC(O)C2(C)C1C(O)C(OC(C)=O)C1(C)OC(C)(CC(=O)C12O)C=C,0.16,-0.795880017,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199a80>
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0.16,-0.795880017,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199af0>
CC(NC(CCC1C=CC=CC=1)C(=O)OCC)C(=O)N1C2CCCCC2CC1C(O)=O,0.16,-0.795880017,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199b60>
C(CC1NC2=CC=CC=C2N=1)C1NC2=CC=CC=C2N=1,0.16,-0.795880017,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199bd0>
NC1=NC2C=CC(F)=CC=2S1,0.16,-0.795880017,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199c40>
COC1=CC(=O)C[C@H]([C@@]21Oc1c(C2=O)c(OC)cc(c1Cl)OC)C,0.16,-0.795880017,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199cb0>
COCCOc1cc2[nH]cc(c(=Nc3cc(C)ccc3F)c2cc1N1CCN(CC1)C)C(=N)O,0.16,-0.795880017,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199d90>
NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,0.16,-0.795880017,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199e00>
Fc1cc(cc(c1C)c1ccn2c(c1)nnc2C(C)(C)C)C(=NC1CC1)O,0.16,-0.795880017,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199e70>
Fc1cnc(nc1)[C@@H](N=c1ccc2c([nH]1)n(cn2)c1n[nH]c(c1)C1CC1)C,0.16,-0.795880017,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199ee0>
COCCOc1cc2[nH]cc(c(=Nc3ccc(cc3F)C)c2cc1N1CCN(CC1)C)C(=N)O,0.16,-0.795880017,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199f50>
CC12CCC(=O)C(=O)C1CCC1C2CCC2(C)C1CCC2=O,0.16,-0.795880017,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd199fc0>
COc1ccc(cc1)N(C1CCN(CC1)[C@@H](CCN=C(c1c(C)cc(nc1C)Cl)O)C)Cc1cccc(n1)C#N,0.16,-0.795880017,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a030>
CCOc1cc2[nH]cc(c(=Nc3cccc(c3Cl)Cl)c2cc1N1CCN(CC1)C(=O)CO)C(=N)O,0.16,-0.795880017,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a0a0>
OC(=O)[C@H]1NC[C@H](C1)Sc1cccc(c1)Cl,0.16,-0.795880017,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a110>
Oc1cc(O)nc(c1)C1=NN(C(=O)CN1)S(=O)(=O)N=C(N1[C@@H](C)[C@@H](C1=O)N=C(/C(=N\OC(C(=O)O)(C)C)/c1csc(=N)[nH]1)O)O,0.16,-0.795880017,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a2d0>
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,0.158333334,-0.800427645,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a340>
CN1CCN(CC1)N=CC1C2NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(C=COC3(C)OC4=C(C(=C(C=2O)C(O)=C4C)C=1O)C3=O)OC,0.157780501,-0.801946669,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a3b0>
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,0.1575,-0.802719442,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a420>
OC(=O)COC1C=CC(Cl)=CC=1CN1CCCN(CC1)S(=O)(=O)CC1C=CC=CC=1,0.157,-0.804100348,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a490>
N#Cc1cccc(c1)C(=N[C@@H]1CCC[C@H](C1)N=C(c1ccccn1)O)O,0.157,-0.804100348,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a500>
CC1=CC=CC(CC)=C1N(COCC)C(=O)CCl,0.15685,-0.804515477,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a570>
CC1=CC(C)=C(C)C=C1,0.15559,-0.808018319,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a5e0>
CC(C)(C)C1C=CC(N)=CC=1,0.155,-0.809668302,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a6c0>
CN1N=NN=C1SCC1CSC2N(C=1C(O)=O)C(=O)C2(NC(=O)C1SC(S1)=C(C(N)=O)C(O)=O)OC,0.155,-0.809668302,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a730>
C#CCOCC(C(=O)N1CC[C@H]2[C@@H](C1)N1[C@H](C2)CCC[C@@H](C1=O)N=C([C@@H](NC)C)O)c1ccccc1,0.155,-0.809668302,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a7a0>
[O-][N+](=O)C1C=CC(O)=CC=1,0.154822479,-0.810165983,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a810>
N[C@H]1CCCC[C@H]1N=c1[nH]nc(c(c1)Nc1ccc(c(n1)C)C)C(=O)N,0.154,-0.812479279,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a880>
CC(C)(C)C(O)C(CC1=CC=C(Cl)C=C1)N1C=NC=N1,0.1532945,-0.814473427,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a8f0>
N#CC1C=C(C=CN=1)C1N=C(NN=1)C1C=CN=CC=1,0.151,-0.821023053,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19a9d0>
CCC1=C(C2C(=CC=CC=2N1CC1C=CC=CC=1)OCC(N)=O)C(=O)C(N)=O,0.151,-0.821023053,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19aa40>
COC1=CC(OC)=C(C=C1NC(=O)CCC(O)=O)S(=O)(=O)NCC1=CC=CC=C1N1CCC(COC(=O)CCC(O)=O)CC1,0.151,-0.821023053,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19aab0>
CC1C=CC(=CN=1)C1C=CC2=C(C=CC3SC4C(=O)NC(C)CNC=4C2=3)N=1,0.151,-0.821023053,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19ab20>
CC1(N=C(NC1=O)C1=NC2C=CC=CC=2C=C1C(O)=O)C(C)C,0.150878832,-0.821371688,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19ab90>
NC(=N)N1CC2=CC=CC=C2CC1,0.150000005,-0.823908726,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19ac00>
CN(C)CCC=C1C2=CC=CC=C2CSC2C=CC=CC=21,0.150000005,-0.823908726,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd19ac70>
